"Name","Description","OperatingSystem","Platform","Locality","Location","Class","MacAddress","SshPublicKey","AuthIndicator","ManagedBy","Hostgroups","Tier","Purpose"
"sea-eng-engine-275","Workstation for Engineer Olivier Fontana","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-276","Workstation for Engineer Michelle Fredette","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-277","Workstation for Strategy Consultant Arlene Huff","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-278","Workstation for Marketing Specialist Pieter Wycoff","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-279","Workstation for Engineer Erwin Zischka","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-280","Workstation for Manager Lukas Keller","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-280","Executive laptop for Lukas Keller","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-281","Workstation for Manager Ken Ewert","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-281","Executive laptop for Ken Ewert","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-282","Workstation for Manager Justin Thorp","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-282","Executive laptop for Justin Thorp","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-283","Workstation for Manager Jon Grande","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-283","Executive laptop for Jon Grande","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-284","Workstation for Manager Jo Berry","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-284","Executive laptop for Jo Berry","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-285","Workstation for Manager Hans Gufler","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-285","Executive laptop for Hans Gufler","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-286","Workstation for Manager David Bradley","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-286","Executive laptop for David Bradley","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-287","Workstation for IT Manager Marie Dubois","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-287","Executive laptop for Marie Dubois","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-288","Workstation for IT Manager Kevin Kennedy","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-288","Executive laptop for Kevin Kennedy","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-289","Workstation for IT Manager Kai Axford","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-289","Executive laptop for Kai Axford","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-290","Workstation for Salesperson Manish Chopra","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-291","Workstation for Public Relations Specialist Sunil Uppal","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-292","Workstation for Salesperson Luis Bonifaz","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-293","Workstation for Salesperson Kevin Verboort","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-294","Workstation for Marketing Specialist Christian Jene","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-295","Workstation for Marketing Specialist Felipe Martins","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-296","Workstation for Marketing Specialist John Evans","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-297","Workstation for IT Manager Heinrich Fischer","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-297","Executive laptop for Heinrich Fischer","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-298","Workstation for Salesperson Kirk Nason","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-299","Workstation for Procurement Manager Brian Cox","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-299","Executive laptop for Brian Cox","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"chi-sales-300","Workstation for Salesperson Patricia Doyle","Windows 11 Pro","Dell OptiPlex 5090","Chicago - Central","","workstation","","","","","workstations;site-chicagocentral","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"bos-sales-301","Workstation for Salesperson Ron Gabel","Windows 11 Pro","Dell OptiPlex 5090","Boston - Northeast","","workstation","","","","","workstations;site-bostonnortheast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"atl-sales-302","Workstation for Salesperson Shmuel Yair","Windows 11 Pro","Dell OptiPlex 5090","Atlanta - Southeast","","workstation","","","","","workstations;site-atlantasoutheast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-303","Workstation for Marketing Specialist Phyllis Harris","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-304","Workstation for Salesperson Jenny Lysaker","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-305","Workstation for Marketing Specialist Jordao Moreno","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-306","Workstation for Salesperson Josh Edwards","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-307","Workstation for Marketing Specialist Chris Johnson","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-308","Workstation for IT Manager Kris Johnsen","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-308","Executive laptop for Kris Johnsen","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-fin-accoun-309","Workstation for Accountant Chris Johnson","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Finance","","workstation","","","","","workstations;site-seattlefinance","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-310","Workstation for Senior Engineer Chris F. Johnson","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-salese-311","Workstation for Salesperson Chris Johnson","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-312","Workstation for Software Engineering Intern Sarah Chen","Windows 11 Pro for Workstations","Dell Precision 7670","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-market-313","Workstation for Marketing Intern James Wilson","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-humanr-314","Workstation for HR Intern Emily Rodriguez","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"chi-dc-001","Domain Controller for Chicago - Central","Windows Server 2022 Standard","Dell PowerEdge R650","Chicago - Central","","domain-controller","00:11:22:33:AA:64","","","","domain-controllers;site-chicagocentral","Bulk","Bulk host volume, mapped from the AD provider (Domain Controller)"
"chi-file-001","File server for Chicago - Central","Windows Server 2022 Standard","Dell PowerEdge R640","Chicago - Central","","file-server","00:11:22:33:AA:65","","","","file-servers;site-chicagocentral","Bulk","Bulk host volume, mapped from the AD provider (File Server)"
"atl-dc-001","Domain Controller for Atlanta - Southeast","Windows Server 2022 Standard","Dell PowerEdge R650","Atlanta - Southeast","","domain-controller","00:11:22:33:AA:67","","","","domain-controllers;site-atlantasoutheast","Bulk","Bulk host volume, mapped from the AD provider (Domain Controller)"
"atl-file-001","File server for Atlanta - Southeast","Windows Server 2022 Standard","Dell PowerEdge R640","Atlanta - Southeast","","file-server","00:11:22:33:AA:68","","","","file-servers;site-atlantasoutheast","Bulk","Bulk host volume, mapped from the AD provider (File Server)"
"bos-dc-001","Domain Controller for Boston - Northeast","Windows Server 2022 Standard","Dell PowerEdge R650","Boston - Northeast","","domain-controller","00:11:22:33:AA:6A","","","","domain-controllers;site-bostonnortheast","Bulk","Bulk host volume, mapped from the AD provider (Domain Controller)"
"bos-file-001","File server for Boston - Northeast","Windows Server 2022 Standard","Dell PowerEdge R640","Boston - Northeast","","file-server","00:11:22:33:AA:6B","","","","file-servers;site-bostonnortheast","Bulk","Bulk host volume, mapped from the AD provider (File Server)"
"lax-dc-001","Domain Controller for Los Angeles - West","Windows Server 2022 Standard","Dell PowerEdge R650","Los Angeles - West","","domain-controller","00:11:22:33:AA:6D","","","","domain-controllers;site-losangeleswest","Bulk","Bulk host volume, mapped from the AD provider (Domain Controller)"
"lax-file-001","File server for Los Angeles - West","Windows Server 2022 Standard","Dell PowerEdge R640","Los Angeles - West","","file-server","00:11:22:33:AA:6E","","","","file-servers;site-losangeleswest","Bulk","Bulk host volume, mapped from the AD provider (File Server)"
"sfo-dc-001","Domain Controller for San Francisco - West","Windows Server 2022 Standard","Dell PowerEdge R650","San Francisco - West","","domain-controller","00:11:22:33:AA:70","","","","domain-controllers;site-sanfranciscowest","Bulk","Bulk host volume, mapped from the AD provider (Domain Controller)"
"sfo-file-001","File server for San Francisco - West","Windows Server 2022 Standard","Dell PowerEdge R640","San Francisco - West","","file-server","00:11:22:33:AA:71","","","","file-servers;site-sanfranciscowest","Bulk","Bulk host volume, mapped from the AD provider (File Server)"
"ric-dc-001","Domain Controller for Richmond - East","Windows Server 2022 Standard","Dell PowerEdge R650","Richmond - East","","domain-controller","00:11:22:33:AA:73","","","","domain-controllers;site-richmondeast","Bulk","Bulk host volume, mapped from the AD provider (Domain Controller)"
"ric-file-001","File server for Richmond - East","Windows Server 2022 Standard","Dell PowerEdge R640","Richmond - East","","file-server","00:11:22:33:AA:74","","","","file-servers;site-richmondeast","Bulk","Bulk host volume, mapped from the AD provider (File Server)"
"lon-dc-001","Domain Controller for London - International","Windows Server 2022 Standard","Dell PowerEdge R650","London - International","","domain-controller","00:11:22:33:AA:76","","","","domain-controllers;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Domain Controller)"
"lon-file-001","File server for London - International","Windows Server 2022 Standard","Dell PowerEdge R640","London - International","","file-server","00:11:22:33:AA:77","","","","file-servers;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (File Server)"
