"Key","DisplayName","OperatingSystem","OperatingSystemVersion","IsCompliant","IsManaged","AccountEnabled","RegisteredOwner","Tier","Purpose"
"mobile216","MOBILE-216","Android","14","FALSE","FALSE","TRUE","roby","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop246","LAPTOP-246","Windows","10.0.19045","TRUE","TRUE","TRUE","roby","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec247","SEA-PROJEC-247","Android","14","FALSE","FALSE","TRUE","terrye","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile217","MOBILE-217","Windows","10.0.19045","FALSE","TRUE","TRUE","terrye","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop247","LAPTOP-247","Android","14","FALSE","FALSE","TRUE","terrye","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat248","SEA-OPERAT-248","Windows","10.0.26100","TRUE","TRUE","TRUE","michaem","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile218","MOBILE-218","Windows","10.0.19045","TRUE","TRUE","TRUE","michaem","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop248","LAPTOP-248","Windows","10.0.22631","TRUE","TRUE","TRUE","michaem","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasalese249","SEA-SALESE-249","Windows","10.0.22631","TRUE","TRUE","TRUE","svenb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile219","MOBILE-219","Windows","10.0.19045","FALSE","TRUE","TRUE","svenb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales250","SEA-SALES-250","Windows","10.0.19045","TRUE","TRUE","TRUE","ericg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile220","MOBILE-220","Windows","10.0.19045","TRUE","TRUE","TRUE","ericg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaoperat251","SEA-OPERAT-251","Android","14","FALSE","FALSE","TRUE","jellev","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile221","MOBILE-221","IPhone","17.5.1","TRUE","TRUE","TRUE","jellev","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop251","LAPTOP-251","Android","14","FALSE","FALSE","TRUE","jellev","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasales252","SEA-SALES-252","MacOS","14.5","TRUE","TRUE","TRUE","erikg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile222","MOBILE-222","IPhone","17.5.1","FALSE","FALSE","TRUE","erikg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycsales253","NYC-SALES-253","Windows","10.0.19045","TRUE","TRUE","TRUE","dominip","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile223","MOBILE-223","Windows","10.0.26100","TRUE","TRUE","TRUE","dominip","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales254","SEA-SALES-254","Windows","10.0.22631","FALSE","TRUE","TRUE","danh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile224","MOBILE-224","Windows","10.0.19045","FALSE","TRUE","TRUE","danh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales255","SEA-SALES-255","Windows","10.0.22631","TRUE","TRUE","TRUE","tinal","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile225","MOBILE-225","Windows","10.0.22631","TRUE","TRUE","TRUE","tinal","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales256","SEA-SALES-256","Android","14","TRUE","TRUE","TRUE","nunof","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile226","MOBILE-226","Windows","10.0.26100","TRUE","TRUE","TRUE","nunof","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales257","SEA-SALES-257","Android","14","TRUE","TRUE","TRUE","marus","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile227","MOBILE-227","Windows","10.0.19045","FALSE","TRUE","TRUE","marus","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laxsales258","LAX-SALES-258","Windows","10.0.19045","TRUE","TRUE","TRUE","marcf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile228","MOBILE-228","Windows","10.0.26100","TRUE","TRUE","TRUE","marcf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales259","SEA-SALES-259","Android","14","TRUE","TRUE","TRUE","karif","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile229","MOBILE-229","Windows","10.0.22631","TRUE","TRUE","TRUE","karif","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasenior260","SEA-SENIOR-260","IPhone","17.5.1","TRUE","TRUE","TRUE","karenb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile230","MOBILE-230","IPhone","17.5.1","TRUE","TRUE","TRUE","karenb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop260","LAPTOP-260","Windows","10.0.26100","FALSE","TRUE","TRUE","karenb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seahumanr261","SEA-HUMANR-261","Windows","10.0.19045","TRUE","TRUE","TRUE","iant","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile231","MOBILE-231","Windows","10.0.19045","TRUE","TRUE","TRUE","iant","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales262","SEA-SALES-262","Android","14","FALSE","TRUE","TRUE","scottg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile232","MOBILE-232","Windows","10.0.19045","TRUE","TRUE","TRUE","scottg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales263","SEA-SALES-263","Windows","10.0.19045","TRUE","TRUE","TRUE","ginab","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile233","MOBILE-233","MacOS","14.5","TRUE","TRUE","TRUE","ginab","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales264","SEA-SALES-264","Windows","10.0.26100","TRUE","TRUE","TRUE","anneliz","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile234","MOBILE-234","Android","14","FALSE","FALSE","TRUE","anneliz","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales265","SEA-SALES-265","Android","14","FALSE","TRUE","TRUE","davidb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile235","MOBILE-235","Windows","10.0.19045","TRUE","TRUE","TRUE","davidb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales266","SEA-SALES-266","IPhone","17.5.1","TRUE","TRUE","TRUE","aliciat","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile236","MOBILE-236","IPhone","17.5.1","FALSE","FALSE","TRUE","aliciat","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales267","SEA-SALES-267","MacOS","14.5","TRUE","TRUE","TRUE","marcelt","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile237","MOBILE-237","MacOS","14.5","TRUE","TRUE","TRUE","marcelt","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine268","SEA-ENG-ENGINE-268","Windows","10.0.19045","FALSE","TRUE","TRUE","tonym","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile238","MOBILE-238","Windows","10.0.26100","TRUE","TRUE","TRUE","tonym","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine269","SEA-ENG-ENGINE-269","Windows","10.0.19045","TRUE","TRUE","TRUE","sunilk","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile239","MOBILE-239","IPhone","17.5.1","TRUE","TRUE","TRUE","sunilk","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine270","SEA-ENG-ENGINE-270","Windows","10.0.19045","TRUE","TRUE","TRUE","simonp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile240","MOBILE-240","Windows","10.0.26100","FALSE","FALSE","TRUE","simonp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine271","SEA-ENG-ENGINE-271","Windows","10.0.26100","FALSE","TRUE","TRUE","pauld","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile241","MOBILE-241","Windows","10.0.22631","TRUE","TRUE","TRUE","pauld","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine272","SEA-ENG-ENGINE-272","Windows","10.0.26100","TRUE","TRUE","TRUE","katet","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile242","MOBILE-242","Windows","10.0.26100","FALSE","FALSE","TRUE","katet","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine273","SEA-ENG-ENGINE-273","Windows","10.0.26100","TRUE","TRUE","TRUE","chrisg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile243","MOBILE-243","MacOS","14.5","TRUE","TRUE","TRUE","chrisg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine274","SEA-ENG-ENGINE-274","Windows","10.0.19045","FALSE","FALSE","TRUE","stephed","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile244","MOBILE-244","MacOS","14.5","TRUE","TRUE","TRUE","stephed","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine275","SEA-ENG-ENGINE-275","Android","14","FALSE","TRUE","TRUE","olivief","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile245","MOBILE-245","IPhone","17.5.1","TRUE","TRUE","TRUE","olivief","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine276","SEA-ENG-ENGINE-276","IPhone","17.5.1","TRUE","TRUE","TRUE","michelf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile246","MOBILE-246","IPhone","17.5.1","TRUE","TRUE","TRUE","michelf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate277","SEA-STRATE-277","Windows","10.0.19045","FALSE","FALSE","TRUE","arleneh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile247","MOBILE-247","Windows","10.0.19045","TRUE","TRUE","TRUE","arleneh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket278","SEA-MARKET-278","Android","14","FALSE","TRUE","TRUE","pieterw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile248","MOBILE-248","MacOS","14.5","TRUE","TRUE","TRUE","pieterw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine279","SEA-ENG-ENGINE-279","Windows","10.0.26100","FALSE","TRUE","TRUE","erwinz","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile249","MOBILE-249","Windows","10.0.22631","FALSE","TRUE","TRUE","erwinz","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaoperat280","SEA-OPERAT-280","Windows","10.0.26100","FALSE","TRUE","TRUE","lukask","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile250","MOBILE-250","Windows","10.0.26100","TRUE","TRUE","TRUE","lukask","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop280","LAPTOP-280","Windows","10.0.26100","TRUE","TRUE","TRUE","lukask","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat281","SEA-OPERAT-281","Windows","10.0.19045","FALSE","FALSE","TRUE","kene","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile251","MOBILE-251","Windows","10.0.26100","TRUE","TRUE","TRUE","kene","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop281","LAPTOP-281","Windows","10.0.26100","TRUE","TRUE","TRUE","kene","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat282","SEA-OPERAT-282","IPhone","17.5.1","TRUE","TRUE","TRUE","justint","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile252","MOBILE-252","Windows","10.0.26100","TRUE","TRUE","TRUE","justint","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop282","LAPTOP-282","Windows","10.0.26100","FALSE","FALSE","TRUE","justint","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat283","SEA-OPERAT-283","Windows","10.0.26100","TRUE","TRUE","TRUE","jong","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile253","MOBILE-253","Android","14","TRUE","TRUE","TRUE","jong","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop283","LAPTOP-283","MacOS","14.5","TRUE","TRUE","TRUE","jong","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat284","SEA-OPERAT-284","Windows","10.0.26100","TRUE","TRUE","TRUE","job","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile254","MOBILE-254","Android","14","FALSE","TRUE","TRUE","job","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop284","LAPTOP-284","Android","14","TRUE","TRUE","TRUE","job","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat285","SEA-OPERAT-285","MacOS","14.5","TRUE","TRUE","TRUE","hansg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile255","MOBILE-255","Android","14","TRUE","TRUE","TRUE","hansg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop285","LAPTOP-285","Windows","10.0.22631","TRUE","TRUE","TRUE","hansg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat286","SEA-OPERAT-286","Android","14","TRUE","TRUE","TRUE","davidb1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile256","MOBILE-256","Windows","10.0.22631","TRUE","TRUE","TRUE","davidb1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop286","LAPTOP-286","Windows","10.0.26100","FALSE","FALSE","TRUE","davidb1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat287","SEA-OPERAT-287","Windows","10.0.22631","FALSE","FALSE","TRUE","maried","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile257","MOBILE-257","Windows","10.0.22631","TRUE","TRUE","TRUE","maried","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop287","LAPTOP-287","Windows","10.0.19045","FALSE","TRUE","TRUE","maried","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat288","SEA-OPERAT-288","Windows","10.0.22631","TRUE","TRUE","TRUE","kevink","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile258","MOBILE-258","Windows","10.0.26100","TRUE","TRUE","TRUE","kevink","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop288","LAPTOP-288","Windows","10.0.19045","TRUE","TRUE","TRUE","kevink","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat289","SEA-OPERAT-289","Windows","10.0.26100","TRUE","TRUE","TRUE","kaia","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile259","MOBILE-259","IPhone","17.5.1","TRUE","TRUE","TRUE","kaia","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop289","LAPTOP-289","MacOS","14.5","TRUE","TRUE","TRUE","kaia","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasales290","SEA-SALES-290","MacOS","14.5","FALSE","TRUE","TRUE","manishc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile260","MOBILE-260","MacOS","14.5","TRUE","TRUE","TRUE","manishc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket291","SEA-MARKET-291","IPhone","17.5.1","TRUE","TRUE","TRUE","sunilu","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile261","MOBILE-261","IPhone","17.5.1","TRUE","TRUE","TRUE","sunilu","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales292","SEA-SALES-292","IPhone","17.5.1","TRUE","TRUE","TRUE","luisb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile262","MOBILE-262","Windows","10.0.22631","TRUE","TRUE","TRUE","luisb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales293","SEA-SALES-293","IPhone","17.5.1","FALSE","FALSE","TRUE","kevinv","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile263","MOBILE-263","IPhone","17.5.1","TRUE","TRUE","TRUE","kevinv","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket294","SEA-MARKET-294","MacOS","14.5","TRUE","TRUE","TRUE","christj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile264","MOBILE-264","Android","14","TRUE","TRUE","TRUE","christj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket295","SEA-MARKET-295","IPhone","17.5.1","FALSE","TRUE","TRUE","felipem","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile265","MOBILE-265","Android","14","TRUE","TRUE","TRUE","felipem","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket296","SEA-MARKET-296","Windows","10.0.26100","TRUE","TRUE","TRUE","johnev","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile266","MOBILE-266","Windows","10.0.26100","TRUE","TRUE","TRUE","johnev","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaoperat297","SEA-OPERAT-297","Windows","10.0.22631","FALSE","TRUE","TRUE","heinrif","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile267","MOBILE-267","Android","14","TRUE","TRUE","TRUE","heinrif","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop297","LAPTOP-297","IPhone","17.5.1","TRUE","TRUE","TRUE","heinrif","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasales298","SEA-SALES-298","IPhone","17.5.1","FALSE","FALSE","TRUE","kirkj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile268","MOBILE-268","Android","14","FALSE","TRUE","TRUE","kirkj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaoperat299","SEA-OPERAT-299","IPhone","17.5.1","FALSE","TRUE","TRUE","brianc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile269","MOBILE-269","IPhone","17.5.1","TRUE","TRUE","TRUE","brianc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop299","LAPTOP-299","MacOS","14.5","FALSE","FALSE","TRUE","brianc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"chisales300","CHI-SALES-300","Windows","10.0.26100","FALSE","FALSE","TRUE","patricd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile270","MOBILE-270","Android","14","TRUE","TRUE","TRUE","patricd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"bossales301","BOS-SALES-301","Windows","10.0.22631","TRUE","TRUE","TRUE","rong","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile271","MOBILE-271","MacOS","14.5","TRUE","TRUE","TRUE","rong","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"atlsales302","ATL-SALES-302","IPhone","17.5.1","TRUE","TRUE","TRUE","shmuely","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile272","MOBILE-272","Android","14","FALSE","FALSE","TRUE","shmuely","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket303","SEA-MARKET-303","Windows","10.0.22631","FALSE","FALSE","TRUE","phyllih","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile273","MOBILE-273","IPhone","17.5.1","FALSE","FALSE","TRUE","phyllih","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales304","SEA-SALES-304","Windows","10.0.26100","TRUE","TRUE","TRUE","jennyl","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile274","MOBILE-274","IPhone","17.5.1","TRUE","TRUE","TRUE","jennyl","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket305","SEA-MARKET-305","Windows","10.0.26100","FALSE","TRUE","TRUE","jordaom","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile275","MOBILE-275","Windows","10.0.26100","TRUE","TRUE","TRUE","jordaom","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales306","SEA-SALES-306","MacOS","14.5","TRUE","TRUE","TRUE","joshe","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile276","MOBILE-276","Windows","10.0.26100","TRUE","TRUE","TRUE","joshe","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seamarket307","SEA-MARKET-307","IPhone","17.5.1","FALSE","FALSE","TRUE","chrisj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile277","MOBILE-277","Windows","10.0.19045","TRUE","TRUE","TRUE","chrisj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaoperat308","SEA-OPERAT-308","MacOS","14.5","TRUE","TRUE","TRUE","krisj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile278","MOBILE-278","Android","14","FALSE","FALSE","TRUE","krisj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop308","LAPTOP-308","Android","14","FALSE","TRUE","TRUE","krisj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seafinaccoun309","SEA-FIN-ACCOUN-309","Windows","10.0.19045","TRUE","TRUE","TRUE","chrisjoh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile279","MOBILE-279","Windows","10.0.19045","TRUE","TRUE","TRUE","chrisjoh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine310","SEA-ENG-ENGINE-310","Windows","10.0.22631","TRUE","TRUE","TRUE","chrisjohn","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile280","MOBILE-280","Windows","10.0.26100","FALSE","FALSE","TRUE","chrisjohn","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasalese311","SEA-SALESE-311","Windows","10.0.19045","FALSE","TRUE","TRUE","chrisjohns","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile281","MOBILE-281","Windows","10.0.22631","FALSE","FALSE","TRUE","chrisjohns","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaengengine312","SEA-ENG-ENGINE-312","IPhone","17.5.1","FALSE","FALSE","TRUE","sarahc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seamarket313","SEA-MARKET-313","Windows","10.0.26100","TRUE","TRUE","TRUE","jamesw2","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seahumanr314","SEA-HUMANR-314","MacOS","14.5","FALSE","FALSE","TRUE","emilyr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"chidc001","CHI-DC-001","Windows","10.0.22631","FALSE","FALSE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Domain Controller)"
"chifile001","CHI-FILE-001","IPhone","17.5.1","FALSE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (File Server)"
"chiprint001","CHI-PRINT-001","IPhone","17.5.1","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Printer)"
"atldc001","ATL-DC-001","Windows","10.0.19045","FALSE","FALSE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Domain Controller)"
"atlfile001","ATL-FILE-001","IPhone","17.5.1","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (File Server)"
"atlprint001","ATL-PRINT-001","IPhone","17.5.1","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Printer)"
"bosdc001","BOS-DC-001","Windows","10.0.22631","FALSE","FALSE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Domain Controller)"
"bosfile001","BOS-FILE-001","Android","14","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (File Server)"
"bosprint001","BOS-PRINT-001","Android","14","FALSE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Printer)"
"laxdc001","LAX-DC-001","Windows","10.0.19045","FALSE","FALSE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Domain Controller)"
"laxfile001","LAX-FILE-001","Windows","10.0.19045","FALSE","FALSE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (File Server)"
"laxprint001","LAX-PRINT-001","Android","14","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Printer)"
"sfodc001","SFO-DC-001","Windows","10.0.26100","FALSE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Domain Controller)"
"sfofile001","SFO-FILE-001","Android","14","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (File Server)"
"sfoprint001","SFO-PRINT-001","IPhone","17.5.1","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Printer)"
"ricdc001","RIC-DC-001","IPhone","17.5.1","FALSE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Domain Controller)"
"ricfile001","RIC-FILE-001","Windows","10.0.19045","FALSE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (File Server)"
"ricprint001","RIC-PRINT-001","Windows","10.0.22631","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Printer)"
"londc001","LON-DC-001","Android","14","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Domain Controller)"
"lonfile001","LON-FILE-001","Android","14","FALSE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (File Server)"
"lonprint001","LON-PRINT-001","Android","14","TRUE","TRUE","TRUE","","Bulk","Bulk device volume, mapped from ADTestEnvironment (Printer)"
